chr,strand,GeneID,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IncLevelDifference,FDR,timepoints,A3SS_ID,longExonStart_1base,shortES_1base,short_exon_id,long_exon_id,A3SS_position,canonical_exon,A3SS_exon,A3_exon_start,A3_exon_end,can_exon_start,can_exon_end,distance_canSS_ASS,frameshift,three_prime_end,five_prime_end,A3SS_site,relative_distance_A3SS_to_5_end,can_intron_start,can_intron_end,intron_id_start,intron_id_end
000089F_DK2_H1,+,000089F_DK2_H1.64,73726,74219,73734,74219,73568,73706,0.113,0.04221624542432233,PM8,000089F_DK2_H1.6473726742197373474219,73727,73735,000089F_DK2_H1_73735_74219,000089F_DK2_H1_73727_74219,exon,000089F_DK2_H1_73727_74219,000089F_DK2_H1_73735_74219,73735,74219,73727,74219,8,3n+1,74983,73481,73735,0.16910785619174434,73707,NA,000089F_DK2_H1_73707,000089F_DK2_H1_NA
000068F_DK2_H1,+,000068F_DK2_H1.69,98197,98368,98202,98368,97823,98173,-0.154,4.278873864630588e-7,PM8,000068F_DK2_H1.6998197983689820298368,98198,98203,000068F_DK2_H1_98203_98368,000068F_DK2_H1_98198_98368,intron,000068F_DK2_H1_98203_98368,000068F_DK2_H1_98198_98368,98198,98368,98203,98368,5,3n+1,98639,97528,98198,0.603060306030603,98174,NA,000068F_DK2_H1_98174,000068F_DK2_H1_NA
000086F_DK2_H1,-,000086F_DK2_H1.65,100644,100714,100644,100707,100741,100801,0.139,0.01047136444999102,PM8,000086F_DK2_H1.65100644100714100644100707,100645,100645,000086F_DK2_H1_100645_100707,000086F_DK2_H1_100645_100714,intron,000086F_DK2_H1_100645_100707,000086F_DK2_H1_100645_100714,100645,100714,100645,100707,7,3n+1,100478,100921,100714,0.4672686230248307,NA,100741,000086F_DK2_H1_NA,000086F_DK2_H1_100741
000095F_DK2_H1,-,000095F_DK2_H1.4,3622,4001,3622,3997,4022,4048,0.205,0.03446236208152589,PM8,000095F_DK2_H1.43622400136223997,3623,3623,000095F_DK2_H1_3623_3997,000095F_DK2_H1_3623_4001,intron,000095F_DK2_H1_3623_3997,000095F_DK2_H1_3623_4001,3623,4001,3623,3997,4,3n+1,3623,4048,4001,0.11058823529411765,NA,4022,000095F_DK2_H1_NA,000095F_DK2_H1_4022
000007F_DK2_H2,-,000007F_DK2_H2.23,41909,42015,41909,42009,42039,42443,0.142,0.00274341679790084,PM8,000007F_DK2_H2.2341909420154190942009,41910,41910,000007F_DK2_H2_41910_42009,000007F_DK2_H2_41910_42015,exon,000007F_DK2_H2_41910_42015,000007F_DK2_H2_41910_42009,41910,42009,41910,42015,6,3n,41910,44081,42009,0.954398894518655,NA,42039,000007F_DK2_H2_NA,000007F_DK2_H2_42039
000099F_DK2_H1,-,000099F_DK2_H1.10,14065,14427,14065,14425,14450,14490,-0.119,0.00232962818964532,PM8,000099F_DK2_H1.1014065144271406514425,14066,14066,000099F_DK2_H1_14066_14425,000099F_DK2_H1_14066_14427,exon,000099F_DK2_H1_14066_14427,000099F_DK2_H1_14066_14425,14066,14425,14066,14427,2,3n+1,12515,15006,14425,0.2332396627860297,NA,14450,000099F_DK2_H1_NA,000099F_DK2_H1_14450
000099F_DK2_H2,-,000099F_DK2_H2.9,9613,9866,9613,9859,9886,12411,0.179,5.4989297497767e-4,PM8,000099F_DK2_H2.99613986696139859,9614,9614,000099F_DK2_H2_9614_9859,000099F_DK2_H2_9614_9866,exon,000099F_DK2_H2_9614_9866,000099F_DK2_H2_9614_9859,9614,9859,9614,9866,7,3n+1,9334,12481,9859,0.8331744518589133,NA,9886,000099F_DK2_H2_NA,000099F_DK2_H2_9886
000100F_DK2_H2,+,000100F_DK2_H2.50,74503,74876,74504,74876,74470,74483,-0.406,2.7586260943884e-4,PM8,000100F_DK2_H2.5074503748767450474876,74504,74505,000100F_DK2_H2_74505_74876,000100F_DK2_H2_74504_74876,exon,000100F_DK2_H2_74504_74876,000100F_DK2_H2_74505_74876,74505,74876,74504,74876,1,3n+1,76341,73868,74505,0.2575818843509907,74484,NA,000100F_DK2_H2_74484,000100F_DK2_H2_NA
000103F_DK2_H2,-,000103F_DK2_H2.35,59357,59488,59357,59477,59510,59636,0.107,0.00168945333554407,PM8,000103F_DK2_H2.3559357594885935759477,59358,59358,000103F_DK2_H2_59358_59477,000103F_DK2_H2_59358_59488,exon,000103F_DK2_H2_59358_59488,000103F_DK2_H2_59358_59477,59358,59477,59358,59488,11,3n+1,58323,60110,59477,0.35422495803021825,NA,59510,000103F_DK2_H2_NA,000103F_DK2_H2_59510
000098F_DK2_H1,-,000098F_DK2_H1.15,18459,18680,18459,18676,18699,18863,0.36,1.6985096934586e-4,PM8,000098F_DK2_H1.1518459186801845918676,18460,18460,000098F_DK2_H1_18460_18676,000098F_DK2_H1_18460_18680,exon,000098F_DK2_H1_18460_18680,000098F_DK2_H1_18460_18676,18460,18676,18460,18680,4,3n+1,18204,18863,18676,0.283763277693475,NA,18699,000098F_DK2_H1_NA,000098F_DK2_H1_18699
000109F_DK2_H1,+,000109F_DK2_H1.2,3976,4167,3978,4167,3582,3955,-0.173,7.919928840456984e-5,PM8,000109F_DK2_H1.23976416739784167,3977,3979,000109F_DK2_H1_3979_4167,000109F_DK2_H1_3977_4167,intron,000109F_DK2_H1_3979_4167,000109F_DK2_H1_3977_4167,3977,4167,3979,4167,2,3n+1,5023,2642,3977,0.5606887862242755,3956,NA,000109F_DK2_H1_3956,000109F_DK2_H1_NA
000173F_DK2_H2,+,000173F_DK2_H2.17,37734,38196,37744,38196,37541,37713,0.238,0.02436176224138194,PM8,000173F_DK2_H2.1737734381963774438196,37735,37745,000173F_DK2_H2_37745_38196,000173F_DK2_H2_37735_38196,exon,000173F_DK2_H2_37735_38196,000173F_DK2_H2_37745_38196,37745,38196,37735,38196,10,3n+1,38259,37542,37745,0.28312412831241285,37714,NA,000173F_DK2_H2_37714,000173F_DK2_H2_NA
000114F_DK2_H1,+,000114F_DK2_H1.32,36983,37353,36985,37353,36847,36963,0.113,0.02468795247274474,PM8,000114F_DK2_H1.3236983373533698537353,36984,36986,000114F_DK2_H1_36986_37353,000114F_DK2_H1_36984_37353,intron,000114F_DK2_H1_36986_37353,000114F_DK2_H1_36984_37353,36984,37353,36986,37353,2,3n+1,38577,36848,36984,0.07865818392134181,36964,NA,000114F_DK2_H1_36964,000114F_DK2_H1_NA
000114F_DK2_H2,+,000114F_DK2_H2.31,37006,37098,37010,37098,36873,36986,0.143,0.00131985388496472,PM8,000114F_DK2_H2.3137006370983701037098,37007,37011,000114F_DK2_H2_37011_37098,000114F_DK2_H2_37007_37098,intron,000114F_DK2_H2_37011_37098,000114F_DK2_H2_37007_37098,37007,37098,37011,37098,4,3n+1,37098,36874,37007,0.59375,36987,NA,000114F_DK2_H2_36987,000114F_DK2_H2_NA
000362F_DK2_H1,-,000362F_DK2_H1.17,23503,23771,23503,23769,23793,23971,0.107,1.2203897632359e-4,PM8,000362F_DK2_H1.1723503237712350323769,23504,23504,000362F_DK2_H1_23504_23769,000362F_DK2_H1_23504_23771,exon,000362F_DK2_H1_23504_23771,000362F_DK2_H1_23504_23769,23504,23769,23504,23771,2,3n+1,23278,25386,23769,0.7670777988614801,NA,23793,000362F_DK2_H1_NA,000362F_DK2_H1_23793
000005F_DK2_H1,-,000005F_DK2_H1.53,86397,86542,86397,86529,86567,86773,-0.247,0.03489841807798876,PM8,000005F_DK2_H1.5386397865428639786529,86398,86398,000005F_DK2_H1_86398_86529,000005F_DK2_H1_86398_86542,intron,000005F_DK2_H1_86398_86529,000005F_DK2_H1_86398_86542,86398,86542,86398,86529,13,3n+1,85807,86773,86542,0.2391304347826087,NA,86567,000005F_DK2_H1_NA,000005F_DK2_H1_86567
000014F_DK2_H1,+,000014F_DK2_H1.43,66363,66707,66377,66707,66143,66341,-0.219,2.0452178453735e-4,PM8,000014F_DK2_H1.4366363667076637766707,66364,66378,000014F_DK2_H1_66378_66707,000014F_DK2_H1_66364_66707,intron,000014F_DK2_H1_66378_66707,000014F_DK2_H1_66364_66707,66364,66707,66378,66707,14,3n+1,66779,65958,66364,0.4945188794153471,66342,NA,000014F_DK2_H1_66342,000014F_DK2_H1_NA
000225F_DK2_H2,+,000225F_DK2_H2.50,97679,97908,97689,97908,97467,97659,-0.104,2.1072465132993e-4,PM8,000225F_DK2_H2.5097679979089768997908,97680,97690,000225F_DK2_H2_97690_97908,000225F_DK2_H2_97680_97908,exon,000225F_DK2_H2_97680_97908,000225F_DK2_H2_97690_97908,97690,97908,97680,97908,10,3n+1,97908,97114,97690,0.72544080604534,97660,NA,000225F_DK2_H2_97660,000225F_DK2_H2_NA
000191F_DK2_H1,-,000191F_DK2_H1.10,8995,9269,8995,9261,9293,10050,0.281,0.00225658965596929,PM8,000191F_DK2_H1.108995926989959261,8996,8996,000191F_DK2_H1_8996_9261,000191F_DK2_H1_8996_9269,exon,000191F_DK2_H1_8996_9269,000191F_DK2_H1_8996_9261,8996,9261,8996,9269,8,3n+1,8996,10216,9261,0.7827868852459017,NA,9293,000191F_DK2_H1_NA,000191F_DK2_H1_9293
000126F_DK2_H1,+,000126F_DK2_H1.83,126121,126343,126131,126343,123643,126100,0.259,3.916872793948403e-5,PM8,000126F_DK2_H1.83126121126343126131126343,126122,126132,000126F_DK2_H1_126132_126343,000126F_DK2_H1_126122_126343,exon,000126F_DK2_H1_126122_126343,000126F_DK2_H1_126132_126343,126132,126343,126122,126343,10,3n+1,126636,123427,126132,0.8429417263945155,126101,NA,000126F_DK2_H1_126101,000126F_DK2_H1_NA
000024F_DK2_H1,+,000024F_DK2_H1.84,146698,146859,146700,146859,146536,146677,-0.231,2.1072465132993e-4,PM8,000024F_DK2_H1.84146698146859146700146859,146699,146701,000024F_DK2_H1_146701_146859,000024F_DK2_H1_146699_146859,intron,000024F_DK2_H1_146701_146859,000024F_DK2_H1_146699_146859,146699,146859,146701,146859,2,3n+1,148246,146537,146699,0.09479227618490345,146678,NA,000024F_DK2_H1_146678,000024F_DK2_H1_NA
000009F_DK2_H2,-,000009F_DK2_H2.68,122237,122424,122237,122416,122446,122582,0.134,9.2364509121164e-4,PM8,000009F_DK2_H2.68122237122424122237122416,122238,122238,000009F_DK2_H2_122238_122416,000009F_DK2_H2_122238_122424,exon,000009F_DK2_H2_122238_122424,000009F_DK2_H2_122238_122416,122238,122416,122238,122424,8,3n+1,122201,122582,122416,0.4356955380577428,NA,122446,000009F_DK2_H2_NA,000009F_DK2_H2_122446
000166F_DK2_H1,+,000166F_DK2_H1.9,14762,15090,14765,15090,14400,14730,0.144,6.6246437006456e-4,PM8,000166F_DK2_H1.914762150901476515090,14763,14766,000166F_DK2_H1_14766_15090,000166F_DK2_H1_14763_15090,exon,000166F_DK2_H1_14763_15090,000166F_DK2_H1_14766_15090,14766,15090,14763,15090,3,3n,15385,14401,14766,0.3709349593495935,14731,NA,000166F_DK2_H1_14731,000166F_DK2_H1_NA
000036F_DK2_H2,-,000036F_DK2_H2.65,111050,111472,111050,111468,111494,111750,0.109,6.6873493352613e-4,PM8,000036F_DK2_H2.65111050111472111050111468,111051,111051,000036F_DK2_H2_111051_111468,000036F_DK2_H2_111051_111472,exon,000036F_DK2_H2_111051_111472,000036F_DK2_H2_111051_111468,111051,111468,111051,111472,4,3n+1,110283,111750,111468,0.19222903885480572,NA,111494,000036F_DK2_H2_NA,000036F_DK2_H2_111494
000152F_DK2_H2,-,000152F_DK2_H2.38,55337,55398,55337,55388,55419,55945,0.123,0.00109251870957941,PM8,000152F_DK2_H2.3855337553985533755388,55338,55338,000152F_DK2_H2_55338_55388,000152F_DK2_H2_55338_55398,exon,000152F_DK2_H2_55338_55398,000152F_DK2_H2_55338_55388,55338,55388,55338,55398,10,3n+1,55338,55945,55388,0.9176276771004942,NA,55419,000152F_DK2_H2_NA,000152F_DK2_H2_55419
000594F_DK2_H2,+,000594F_DK2_H2.3,3564,3681,3568,3681,3500,3544,0.14,0.00565772131057696,PM8,000594F_DK2_H2.33564368135683681,3565,3569,000594F_DK2_H2_3569_3681,000594F_DK2_H2_3565_3681,exon,000594F_DK2_H2_3565_3681,000594F_DK2_H2_3569_3681,3569,3681,3565,3681,4,3n+1,6791,3501,3569,0.02066869300911854,3545,NA,000594F_DK2_H2_3545,000594F_DK2_H2_NA
000167F_DK2_H2,-,000167F_DK2_H2.20,27017,27286,27017,27284,27309,27473,0.195,0.00193279718004656,PM8,000167F_DK2_H2.2027017272862701727284,27018,27018,000167F_DK2_H2_27018_27284,000167F_DK2_H2_27018_27286,intron,000167F_DK2_H2_27018_27284,000167F_DK2_H2_27018_27286,27018,27286,27018,27284,2,3n+1,27018,28427,27286,0.8097941802696949,NA,27309,000167F_DK2_H2_NA,000167F_DK2_H2_27309
000470F_DK2_H2,+,000470F_DK2_H2.9,7534,7770,7541,7770,7296,7512,-0.155,8.7446371944915e-4,PM11,000470F_DK2_H2.97534777075417770,7535,7542,000470F_DK2_H2_7542_7770,000470F_DK2_H2_7535_7770,intron,000470F_DK2_H2_7542_7770,000470F_DK2_H2_7535_7770,7535,7770,7542,7770,7,3n+1,8253,7115,7535,0.36906854130052724,7513,NA,000470F_DK2_H2_7513,000470F_DK2_H2_NA
000466F_DK2_H2,+,000466F_DK2_H2.4,7626,7804,7633,7804,7546,7604,0.277,2.842544747436557e-5,PM11,000466F_DK2_H2.47626780476337804,7627,7634,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,intron,000466F_DK2_H2_7634_7804,000466F_DK2_H2_7627_7804,7627,7804,7634,7804,7,3n+1,8778,4329,7627,0.7412901775679928,7605,NA,000466F_DK2_H2_7605,000466F_DK2_H2_NA
000466F_DK2_H2,+,000466F_DK2_H2.4,8005,8193,8009,8193,7826,7982,0.317,2.1065601831606e-4,PM11,000466F_DK2_H2.48005819380098193,8006,8010,000466F_DK2_H2_8010_8193,000466F_DK2_H2_8006_8193,exon,000466F_DK2_H2_8006_8193,000466F_DK2_H2_8010_8193,8010,8193,8006,8193,4,3n+1,8778,4329,8010,0.8273769386378962,7983,NA,000466F_DK2_H2_7983,000466F_DK2_H2_NA
000446F_DK2_H1,+,000446F_DK2_H1.10,10880,10997,10888,10997,10544,10858,0.155,0.04495854260516777,PM11,000446F_DK2_H1.1010880109971088810997,10881,10889,000446F_DK2_H1_10889_10997,000446F_DK2_H1_10881_10997,exon,000446F_DK2_H1_10881_10997,000446F_DK2_H1_10889_10997,10889,10997,10881,10997,8,3n+1,10997,9311,10889,0.9359430604982206,10859,NA,000446F_DK2_H1_10859,000446F_DK2_H1_NA
000386F_DK2_H1,+,000386F_DK2_H1.5,6835,6922,6837,6922,6735,6812,-0.158,1.0148011536707e-4,PM11,000386F_DK2_H1.56835692268376922,6836,6838,000386F_DK2_H1_6838_6922,000386F_DK2_H1_6836_6922,intron,000386F_DK2_H1_6838_6922,000386F_DK2_H1_6836_6922,6836,6922,6838,6922,2,3n+1,9620,3863,6836,0.5164147993746743,6813,NA,000386F_DK2_H1_6813,000386F_DK2_H1_NA
000374F_DK2_H1,-,000374F_DK2_H1.4,6778,6948,6778,6935,6969,7086,0.121,0.00123934175150712,PM11,000374F_DK2_H1.46778694867786935,6779,6779,000374F_DK2_H1_6779_6935,000374F_DK2_H1_6779_6948,exon,000374F_DK2_H1_6779_6948,000374F_DK2_H1_6779_6935,6779,6935,6779,6948,13,3n+1,6133,7086,6935,0.1584470094438615,NA,6969,000374F_DK2_H1_NA,000374F_DK2_H1_6969
000342F_DK2_H2,-,000342F_DK2_H2.35,40061,40183,40061,40179,40206,40981,0.144,0.00995204671616307,PM11,000342F_DK2_H2.3540061401834006140179,40062,40062,000342F_DK2_H2_40062_40179,000342F_DK2_H2_40062_40183,intron,000342F_DK2_H2_40062_40179,000342F_DK2_H2_40062_40183,40062,40183,40062,40179,4,3n+1,40062,42352,40183,0.9471615720524017,NA,40206,000342F_DK2_H2_NA,000342F_DK2_H2_40206
000342F_DK2_H1,-,000342F_DK2_H1.33,39795,40098,39795,40094,40121,40902,0.346,2.5289053989322068e-5,PM11,000342F_DK2_H1.3339795400983979540094,39796,39796,000342F_DK2_H1_39796_40094,000342F_DK2_H1_39796_40098,exon,000342F_DK2_H1_39796_40098,000342F_DK2_H1_39796_40094,39796,40094,39796,40098,4,3n+1,39229,40902,40094,0.4829647340107591,NA,40121,000342F_DK2_H1_NA,000342F_DK2_H1_40121
000253F_DK2_H1,-,000253F_DK2_H1.5,6317,6425,6317,6421,6446,6528,-0.103,0.04118891343622829,PM11,000253F_DK2_H1.56317642563176421,6318,6318,000253F_DK2_H1_6318_6421,000253F_DK2_H1_6318_6425,intron,000253F_DK2_H1_6318_6421,000253F_DK2_H1_6318_6425,6318,6425,6318,6421,4,3n+1,5143,6528,6425,0.07436823104693141,NA,6446,000253F_DK2_H1_NA,000253F_DK2_H1_6446
000253F_DK2_H1,-,000253F_DK2_H1.5,6317,6426,6317,6421,6446,6528,-0.169,0.02234408257461864,PM11,000253F_DK2_H1.56317642663176421,6318,6318,000253F_DK2_H1_6318_6421,000253F_DK2_H1_6318_6426,intron,000253F_DK2_H1_6318_6421,000253F_DK2_H1_6318_6426,6318,6426,6318,6421,5,3n+1,5143,6528,6426,0.0736462093862816,NA,6446,000253F_DK2_H1_NA,000253F_DK2_H1_6446
000241F_DK2_H2,-,000241F_DK2_H2.32,45940,46157,45940,46153,46179,46324,-0.243,2.9011361933312e-4,PM11,000241F_DK2_H2.3245940461574594046153,45941,45941,000241F_DK2_H2_45941_46153,000241F_DK2_H2_45941_46157,intron,000241F_DK2_H2_45941_46153,000241F_DK2_H2_45941_46157,45941,46157,45941,46153,4,3n+1,45768,50687,46157,0.9209188859524293,NA,46179,000241F_DK2_H2_NA,000241F_DK2_H2_46179
000232F_DK2_H2,-,000232F_DK2_H2.33,40100,40197,40100,40195,40219,40311,0.136,0.00350664815641776,PM11,000232F_DK2_H2.3340100401974010040195,40101,40101,000232F_DK2_H2_40101_40195,000232F_DK2_H2_40101_40197,exon,000232F_DK2_H2_40101_40197,000232F_DK2_H2_40101_40195,40101,40195,40101,40197,2,3n+1,40101,40311,40195,0.5523809523809524,NA,40219,000232F_DK2_H2_NA,000232F_DK2_H2_40219
000209F_DK2_H1,+,000209F_DK2_H1.14,21762,22017,21775,22017,21684,21741,0.118,0.00973383099424384,PM11,000209F_DK2_H1.1421762220172177522017,21763,21776,000209F_DK2_H1_21776_22017,000209F_DK2_H1_21763_22017,exon,000209F_DK2_H1_21763_22017,000209F_DK2_H1_21776_22017,21776,22017,21763,22017,13,3n+1,23035,21352,21776,0.2519310754604872,21742,NA,000209F_DK2_H1_21742,000209F_DK2_H1_NA
000209F_DK2_H1,+,000209F_DK2_H1.10,16975,17283,16977,17283,16569,16953,0.106,0.04509960229024189,PM11,000209F_DK2_H1.1016975172831697717283,16976,16978,000209F_DK2_H1_16978_17283,000209F_DK2_H1_16976_17283,exon,000209F_DK2_H1_16976_17283,000209F_DK2_H1_16978_17283,16978,17283,16976,17283,2,3n+1,17283,16493,16978,0.6139240506329114,16954,NA,000209F_DK2_H1_16954,000209F_DK2_H1_NA
000206F_DK2_H1,+,000206F_DK2_H1.10,10285,10468,10289,10468,10003,10264,0.162,0.0012843723672603,PM11,000206F_DK2_H1.1010285104681028910468,10286,10290,000206F_DK2_H1_10290_10468,000206F_DK2_H1_10286_10468,exon,000206F_DK2_H1_10286_10468,000206F_DK2_H1_10290_10468,10290,10468,10286,10468,4,3n+1,10979,10004,10290,0.29333333333333333,10265,NA,000206F_DK2_H1_10265,000206F_DK2_H1_NA
000203F_DK2_H2,+,000203F_DK2_H2.28,33734,34028,33739,34028,33507,33707,-0.166,0.01401457180583685,PM11,000203F_DK2_H2.2833734340283373934028,33735,33740,000203F_DK2_H2_33740_34028,000203F_DK2_H2_33735_34028,intron,000203F_DK2_H2_33740_34028,000203F_DK2_H2_33735_34028,33735,34028,33740,34028,5,3n+1,34224,33189,33735,0.527536231884058,33708,NA,000203F_DK2_H2_33708,000203F_DK2_H2_NA
000193F_DK2_H2,+,000193F_DK2_H2.85,124338,124519,124343,124519,124146,124315,-0.46,3.402796127457111e-5,PM11,000193F_DK2_H2.85124338124519124343124519,124339,124344,000193F_DK2_H2_124344_124519,000193F_DK2_H2_124339_124519,intron,000193F_DK2_H2_124344_124519,000193F_DK2_H2_124339_124519,124339,124519,124344,124519,5,3n+1,125040,123535,124339,0.53421926910299,124316,NA,000193F_DK2_H2_124316,000193F_DK2_H2_NA
000193F_DK2_H1,-,000193F_DK2_H1.49,68197,68324,68197,68319,68345,69207,-0.24,0.00508209293136242,PM11,000193F_DK2_H1.4968197683246819768319,68198,68198,000193F_DK2_H1_68198_68319,000193F_DK2_H1_68198_68324,intron,000193F_DK2_H1_68198_68319,000193F_DK2_H1_68198_68324,68198,68324,68198,68319,5,3n+1,68023,70088,68324,0.8542372881355932,NA,68345,000193F_DK2_H1_NA,000193F_DK2_H1_68345
000182F_DK2_H2,+,000182F_DK2_H2.24,33700,34022,33708,34022,33098,33677,0.106,0.00405516950155776,PM11,000182F_DK2_H2.2433700340223370834022,33701,33709,000182F_DK2_H2_33709_34022,000182F_DK2_H2_33701_34022,exon,000182F_DK2_H2_33701_34022,000182F_DK2_H2_33709_34022,33709,34022,33701,34022,8,3n+1,34022,32706,33709,0.7621580547112462,33678,NA,000182F_DK2_H2_33678,000182F_DK2_H2_NA
000182F_DK2_H2,-,000182F_DK2_H2.23,32250,32430,32250,32409,32452,32698,-0.163,0.00186538171491281,PM11,000182F_DK2_H2.2332250324303225032409,32251,32251,000182F_DK2_H2_32251_32409,000182F_DK2_H2_32251_32430,intron,000182F_DK2_H2_32251_32409,000182F_DK2_H2_32251_32430,32251,32430,32251,32409,21,3n,31691,32698,32430,0.26613704071499505,NA,32452,000182F_DK2_H2_NA,000182F_DK2_H2_32452
000178F_DK2_H1,-,000178F_DK2_H1.40,51716,51954,51716,51952,51976,52442,-0.19,0.04243321893200554,PM11,000178F_DK2_H1.4051716519545171651952,51717,51717,000178F_DK2_H1_51717_51952,000178F_DK2_H1_51717_51954,intron,000178F_DK2_H1_51717_51952,000178F_DK2_H1_51717_51954,51717,51954,51717,51952,2,3n+1,51371,53674,51954,0.7468519322622666,NA,51976,000178F_DK2_H1_NA,000178F_DK2_H1_51976
000171F_DK2_H2,+,000171F_DK2_H2.16,18518,18894,18522,18894,18241,18498,0.307,2.2631877382774e-4,PM11,000171F_DK2_H2.1618518188941852218894,18519,18523,000171F_DK2_H2_18523_18894,000171F_DK2_H2_18519_18894,exon,000171F_DK2_H2_18519_18894,000171F_DK2_H2_18523_18894,18523,18894,18519,18894,4,3n+1,18894,17704,18523,0.6882352941176471,18499,NA,000171F_DK2_H2_18499,000171F_DK2_H2_NA
000088F_DK2_H1,+,000088F_DK2_H1.55,66887,67267,66891,67267,66716,66862,0.103,1.4520257366434e-4,PM11,000088F_DK2_H1.5566887672676689167267,66888,66892,000088F_DK2_H1_66892_67267,000088F_DK2_H1_66888_67267,exon,000088F_DK2_H1_66888_67267,000088F_DK2_H1_66892_67267,66892,67267,66888,67267,4,3n+1,67267,66717,66892,0.3181818181818182,66863,NA,000088F_DK2_H1_66863,000088F_DK2_H1_NA
000055F_DK2_H1,+,000055F_DK2_H1.20,39268,39375,39270,39375,38966,39248,-0.233,1.9307295504291e-4,PM11,000055F_DK2_H1.2039268393753927039375,39269,39271,000055F_DK2_H1_39271_39375,000055F_DK2_H1_39269_39375,intron,000055F_DK2_H1_39271_39375,000055F_DK2_H1_39269_39375,39269,39375,39271,39375,2,3n+1,39891,38785,39269,0.4376130198915009,39249,NA,000055F_DK2_H1_39249,000055F_DK2_H1_NA
000037F_DK2_H1,+,000037F_DK2_H1.78,118177,118458,118182,118458,117953,118157,0.186,4.9320373546833137e-5,PM11,000037F_DK2_H1.78118177118458118182118458,118178,118183,000037F_DK2_H1_118183_118458,000037F_DK2_H1_118178_118458,exon,000037F_DK2_H1_118178_118458,000037F_DK2_H1_118183_118458,118183,118458,118178,118458,5,3n+1,118724,116270,118183,0.7795436022819886,118158,NA,000037F_DK2_H1_118158,000037F_DK2_H1_NA
000035F_DK2_H1,+,000035F_DK2_H1.14,12612,12836,12616,12836,12516,12592,0.252,0.01560321932021529,PM11,000035F_DK2_H1.1412612128361261612836,12613,12617,000035F_DK2_H1_12617_12836,000035F_DK2_H1_12613_12836,exon,000035F_DK2_H1_12613_12836,000035F_DK2_H1_12617_12836,12617,12836,12613,12836,4,3n+1,13475,12517,12617,0.10438413361169102,12593,NA,000035F_DK2_H1_12593,000035F_DK2_H1_NA
000047F_DK2_H2,+,000047F_DK2_H2.58,88215,88303,88217,88303,88064,88193,0.13,0.00577497769244438,PM11,000047F_DK2_H2.5888215883038821788303,88216,88218,000047F_DK2_H2_88218_88303,000047F_DK2_H2_88216_88303,exon,000047F_DK2_H2_88216_88303,000047F_DK2_H2_88218_88303,88218,88303,88216,88303,2,3n+1,89668,88065,88218,0.09544603867747972,88194,NA,000047F_DK2_H2_88194,000047F_DK2_H2_NA
000030F_DK2_H1,+,000030F_DK2_H1.74,146149,146416,146151,146416,146000,146126,-0.122,0.00773187570009295,PM11,000030F_DK2_H1.74146149146416146151146416,146150,146152,000030F_DK2_H1_146152_146416,000030F_DK2_H1_146150_146416,intron,000030F_DK2_H1_146152_146416,000030F_DK2_H1_146150_146416,146150,146416,146152,146416,2,3n+1,147223,145035,146150,0.5095978062157221,146127,NA,000030F_DK2_H1_146127,000030F_DK2_H1_NA
000090F_DK2_H1,+,000090F_DK2_H1.13,32071,32555,32078,32555,31884,32047,-0.105,0.00578056040577297,PM11,000090F_DK2_H1.1332071325553207832555,32072,32079,000090F_DK2_H1_32079_32555,000090F_DK2_H1_32072_32555,intron,000090F_DK2_H1_32079_32555,000090F_DK2_H1_32072_32555,32072,32555,32079,32555,7,3n+1,32978,31560,32072,0.3610719322990127,32048,NA,000090F_DK2_H1_32048,000090F_DK2_H1_NA
000081F_DK2_H2,+,000081F_DK2_H2.17,20511,20569,20513,20569,20346,20491,0.13,0.01930458585636247,PM11,000081F_DK2_H2.1720511205692051320569,20512,20514,000081F_DK2_H2_20514_20569,000081F_DK2_H2_20512_20569,exon,000081F_DK2_H2_20512_20569,000081F_DK2_H2_20514_20569,20514,20569,20512,20569,2,3n+1,21183,20347,20514,0.19976076555023922,20492,NA,000081F_DK2_H2_20492,000081F_DK2_H2_NA
000337F_DK2_H2,+,000337F_DK2_H2.13,16480,16600,16488,16600,15979,16455,0.155,0.02312238873323027,PM11,000337F_DK2_H2.1316480166001648816600,16481,16489,000337F_DK2_H2_16489_16600,000337F_DK2_H2_16481_16600,exon,000337F_DK2_H2_16481_16600,000337F_DK2_H2_16489_16600,16489,16600,16481,16600,8,3n+1,16600,15980,16489,0.8209677419354838,16456,NA,000337F_DK2_H2_16456,000337F_DK2_H2_NA
000027F_DK2_H1,-,000027F_DK2_H1.52,100418,100558,100418,100556,100578,100788,0.105,0.01332788340909572,PM11,000027F_DK2_H1.52100418100558100418100556,100419,100419,000027F_DK2_H1_100419_100556,000027F_DK2_H1_100419_100558,exon,000027F_DK2_H1_100419_100558,000027F_DK2_H1_100419_100556,100419,100556,100419,100558,2,3n+1,100419,100788,100556,0.6287262872628726,NA,100578,000027F_DK2_H1_NA,000027F_DK2_H1_100578
