seqnames,strand,intron_start,intron_end,Gene_ID,A3SS_site,three_prime_end,five_prime_end
000001F_DK2_H2,+,173478,173505,000001F_DK2_H2.78,173505,173544,172795
000001F_DK2_H2,+,175369,175468,000001F_DK2_H2.79,175468,175708,174833
000001F_DK2_H2,+,175831,175854,000001F_DK2_H2.80,175854,176427,175736
000001F_DK2_H2,+,175961,175986,000001F_DK2_H2.80,175986,176427,175736
000001F_DK2_H2,+,176046,176067,000001F_DK2_H2.80,176067,176427,175736
000001F_DK2_H2,+,176165,176196,000001F_DK2_H2.80,176196,176427,175736
000001F_DK2_H2,+,185818,185839,000001F_DK2_H2.91,185839,186243,185574
000001F_DK2_H2,+,185913,185969,000001F_DK2_H2.91,185969,186243,185574
000001F_DK2_H2,+,186104,186129,000001F_DK2_H2.91,186129,186243,185574
000002F_DK2_H1,+,1553,1574,000002F_DK2_H1.1,1574,2128,739
000002F_DK2_H1,+,1704,1728,000002F_DK2_H1.1,1728,2128,739
000002F_DK2_H1,+,2341,2365,000002F_DK2_H1.2,2365,2516,2177
000002F_DK2_H1,+,7920,7942,000002F_DK2_H1.5,7942,9075,7544
000002F_DK2_H1,+,8681,8699,000002F_DK2_H1.5,8699,9075,7544
000002F_DK2_H1,+,12679,12701,000002F_DK2_H1.7,12701,12841,9298
000002F_DK2_H1,+,13025,13051,000002F_DK2_H1.8,13051,13742,12877
000002F_DK2_H1,+,19780,19803,000002F_DK2_H1.11,19803,21839,19730
000002F_DK2_H1,+,19962,19993,000002F_DK2_H1.11,19993,21839,19730
000002F_DK2_H1,+,20204,20234,000002F_DK2_H1.11,20234,21839,19730
000002F_DK2_H1,+,20447,20472,000002F_DK2_H1.11,20472,21839,19730
000002F_DK2_H1,+,20582,20604,000002F_DK2_H1.11,20604,21839,19730
000002F_DK2_H1,+,21631,21655,000002F_DK2_H1.11,21655,21839,19730
000002F_DK2_H1,+,22844,22869,000002F_DK2_H1.13,22869,25202,22660
000002F_DK2_H1,+,23242,23262,000002F_DK2_H1.13,23262,25202,22660
000002F_DK2_H1,+,23949,23970,000002F_DK2_H1.13,23970,25202,22660
000002F_DK2_H1,+,26394,26416,000002F_DK2_H1.14,26416,27533,25263
000002F_DK2_H1,+,27174,27193,000002F_DK2_H1.14,27193,27533,25263
000002F_DK2_H1,+,31348,31368,000002F_DK2_H1.17,31368,33036,31315
000002F_DK2_H1,+,32444,32470,000002F_DK2_H1.17,32470,33036,31315
000002F_DK2_H1,+,32878,32901,000002F_DK2_H1.17,32901,33036,31315
000002F_DK2_H1,+,34396,34420,000002F_DK2_H1.19,34420,36484,34348
000002F_DK2_H1,+,34614,34633,000002F_DK2_H1.19,34633,36484,34348
000002F_DK2_H1,+,34738,34763,000002F_DK2_H1.19,34763,36484,34348
000002F_DK2_H1,+,34921,34946,000002F_DK2_H1.19,34946,36484,34348
000002F_DK2_H1,+,47641,47667,000002F_DK2_H1.22,47667,50020,47402
000002F_DK2_H1,+,47751,47775,000002F_DK2_H1.22,47775,50020,47402
000002F_DK2_H1,+,48189,48209,000002F_DK2_H1.22,48209,50020,47402
000002F_DK2_H1,+,49186,49207,000002F_DK2_H1.22,49207,50020,47402
000002F_DK2_H1,+,49353,49378,000002F_DK2_H1.22,49378,50020,47402
000002F_DK2_H1,+,53226,53248,000002F_DK2_H1.25,53248,53683,53194
000002F_DK2_H1,+,53920,53943,000002F_DK2_H1.26,53943,62424,53707
000002F_DK2_H1,+,62176,62200,000002F_DK2_H1.26,62200,62424,53707
000002F_DK2_H1,+,84882,84905,000002F_DK2_H1.39,84905,85549,84315
000002F_DK2_H1,+,85143,85167,000002F_DK2_H1.39,85167,85549,84315
000002F_DK2_H1,+,85231,85255,000002F_DK2_H1.39,85255,85549,84315
000002F_DK2_H1,+,85337,85359,000002F_DK2_H1.39,85359,85549,84315
000002F_DK2_H1,+,85423,85448,000002F_DK2_H1.39,85448,85549,84315
000002F_DK2_H1,+,92204,92229,000002F_DK2_H1.45,92229,92338,91975
000002F_DK2_H1,+,96031,96056,000002F_DK2_H1.47,96056,96287,95920
000002F_DK2_H1,+,96148,96172,000002F_DK2_H1.47,96172,96287,95920
000002F_DK2_H1,+,99059,99084,000002F_DK2_H1.50,99084,99232,98938
000002F_DK2_H1,+,116974,117016,000002F_DK2_H1.55,117016,117149,116342
000002F_DK2_H1,+,132873,132895,000002F_DK2_H1.69,132895,134977,132775
000002F_DK2_H1,+,133146,133170,000002F_DK2_H1.69,133170,134977,132775
000002F_DK2_H1,+,133343,133366,000002F_DK2_H1.69,133366,134977,132775
000002F_DK2_H1,+,134082,134107,000002F_DK2_H1.69,134107,134977,132775
000002F_DK2_H1,+,134767,134791,000002F_DK2_H1.69,134791,134977,132775
000002F_DK2_H1,+,135135,135157,000002F_DK2_H1.70,135157,138071,134984
000002F_DK2_H1,+,136498,136525,000002F_DK2_H1.70,136525,138071,134984
000002F_DK2_H1,+,137581,137604,000002F_DK2_H1.70,137604,138071,134984
000002F_DK2_H1,+,144229,144260,000002F_DK2_H1.76,144260,145249,143785
000002F_DK2_H1,+,144335,144360,000002F_DK2_H1.76,144360,145249,143785
000002F_DK2_H1,+,144605,144632,000002F_DK2_H1.76,144632,145249,143785
000002F_DK2_H1,+,144740,144764,000002F_DK2_H1.76,144764,145249,143785
000002F_DK2_H1,+,145038,145062,000002F_DK2_H1.76,145062,145249,143785
000002F_DK2_H1,+,145776,145796,000002F_DK2_H1.77,145796,148179,145278
000002F_DK2_H1,+,146022,146042,000002F_DK2_H1.77,146042,148179,145278
000002F_DK2_H1,+,146198,146219,000002F_DK2_H1.77,146219,148179,145278
000002F_DK2_H1,+,146506,146526,000002F_DK2_H1.77,146526,148179,145278
000002F_DK2_H1,+,155957,155982,000002F_DK2_H1.83,155982,159477,155778
000002F_DK2_H1,+,157085,157109,000002F_DK2_H1.83,157109,159477,155778
000002F_DK2_H1,+,159316,159337,000002F_DK2_H1.83,159337,159477,155778
000002F_DK2_H1,+,160962,160983,000002F_DK2_H1.85,160983,161699,160906
000002F_DK2_H1,+,161062,161093,000002F_DK2_H1.85,161093,161699,160906
000002F_DK2_H1,+,161472,161500,000002F_DK2_H1.85,161500,161699,160906
000002F_DK2_H1,+,163283,163305,000002F_DK2_H1.86,163305,163365,161742
000002F_DK2_H1,+,163658,163679,000002F_DK2_H1.87,163679,166983,163394
000002F_DK2_H1,+,164038,164060,000002F_DK2_H1.87,164060,166983,163394
000002F_DK2_H1,+,165748,165776,000002F_DK2_H1.87,165776,166983,163394
000002F_DK2_H1,+,166832,166855,000002F_DK2_H1.87,166855,166983,163394
000002F_DK2_H1,+,167173,167194,000002F_DK2_H1.88,167194,170777,167019
000002F_DK2_H1,+,168611,168638,000002F_DK2_H1.88,168638,170777,167019
000002F_DK2_H1,+,168876,168909,000002F_DK2_H1.88,168909,170777,167019
000002F_DK2_H1,+,169192,169216,000002F_DK2_H1.88,169216,170777,167019
000002F_DK2_H1,+,169373,169398,000002F_DK2_H1.88,169398,170777,167019
000002F_DK2_H1,+,170567,170591,000002F_DK2_H1.88,170591,170777,167019
000002F_DK2_H1,+,189529,189550,000002F_DK2_H1.97,189550,192207,189065
000002F_DK2_H1,+,192163,192185,000002F_DK2_H1.97,192185,192207,189065
000002F_DK2_H2,+,2912,2934,000002F_DK2_H2.3,2934,5208,2541
000002F_DK2_H2,+,3571,3597,000002F_DK2_H2.3,3597,5208,2541
000002F_DK2_H2,+,3747,3768,000002F_DK2_H2.3,3768,5208,2541
000002F_DK2_H2,+,3910,3986,000002F_DK2_H2.3,3986,5208,2541
000002F_DK2_H2,+,4089,4111,000002F_DK2_H2.3,4111,5208,2541
000002F_DK2_H2,+,4191,4215,000002F_DK2_H2.3,4215,5208,2541
000002F_DK2_H2,+,4379,4402,000002F_DK2_H2.3,4402,5208,2541
000002F_DK2_H2,+,13954,13978,000002F_DK2_H2.9,13978,18723,13744
000002F_DK2_H2,+,14498,14522,000002F_DK2_H2.9,14522,18723,13744
000002F_DK2_H2,+,16401,16423,000002F_DK2_H2.9,16423,18723,13744
000002F_DK2_H2,+,17094,17115,000002F_DK2_H2.9,17115,18723,13744
000002F_DK2_H2,+,17388,17412,000002F_DK2_H2.9,17412,18723,13744
000002F_DK2_H2,+,17518,17540,000002F_DK2_H2.9,17540,18723,13744
000002F_DK2_H2,+,17843,17865,000002F_DK2_H2.9,17865,18723,13744
000002F_DK2_H2,+,18088,18109,000002F_DK2_H2.9,18109,18723,13744
000002F_DK2_H2,+,18225,18250,000002F_DK2_H2.9,18250,18723,13744
000002F_DK2_H2,+,99206,99228,000002F_DK2_H2.61,99228,99621,99153
000002F_DK2_H2,+,99363,99385,000002F_DK2_H2.61,99385,99621,99153
000002F_DK2_H2,+,99436,99460,000002F_DK2_H2.61,99460,99621,99153
000002F_DK2_H2,+,100963,100985,000002F_DK2_H2.63,100985,107445,100328
000002F_DK2_H2,+,101479,101501,000002F_DK2_H2.63,101501,107445,100328
000002F_DK2_H2,+,102275,102299,000002F_DK2_H2.63,102299,107445,100328
000002F_DK2_H2,+,102842,102866,000002F_DK2_H2.63,102866,107445,100328
000002F_DK2_H2,+,103171,103195,000002F_DK2_H2.63,103195,107445,100328
000002F_DK2_H2,+,103383,103405,000002F_DK2_H2.63,103405,107445,100328
000002F_DK2_H2,+,103980,104002,000002F_DK2_H2.63,104002,107445,100328
000002F_DK2_H2,+,104058,104153,000002F_DK2_H2.63,104153,107445,100328
000002F_DK2_H2,+,104523,104544,000002F_DK2_H2.63,104544,107445,100328
000002F_DK2_H2,+,105020,105044,000002F_DK2_H2.63,105044,107445,100328
000002F_DK2_H2,+,105782,105804,000002F_DK2_H2.63,105804,107445,100328
000002F_DK2_H2,+,106129,106152,000002F_DK2_H2.63,106152,107445,100328
000002F_DK2_H2,+,106326,106350,000002F_DK2_H2.63,106350,107445,100328
000002F_DK2_H2,+,106655,106678,000002F_DK2_H2.63,106678,107445,100328
000002F_DK2_H2,+,107087,107110,000002F_DK2_H2.63,107110,107445,100328
000002F_DK2_H2,+,107350,107373,000002F_DK2_H2.63,107373,107445,100328
000002F_DK2_H2,+,119230,119255,000002F_DK2_H2.67,119255,119599,118962
000002F_DK2_H2,+,119453,119474,000002F_DK2_H2.67,119474,119599,118962
000002F_DK2_H2,+,127826,127848,000002F_DK2_H2.75,127848,130637,127744
000002F_DK2_H2,+,128098,128121,000002F_DK2_H2.75,128121,130637,127744
000002F_DK2_H2,+,128785,128807,000002F_DK2_H2.75,128807,130637,127744
000002F_DK2_H2,+,128877,128968,000002F_DK2_H2.75,128968,130637,127744
000002F_DK2_H2,+,129029,129050,000002F_DK2_H2.75,129050,130637,127744
000002F_DK2_H2,+,129175,129198,000002F_DK2_H2.75,129198,130637,127744
000002F_DK2_H2,+,130494,130518,000002F_DK2_H2.75,130518,130637,127744
000002F_DK2_H2,+,138911,138933,000002F_DK2_H2.80,138933,139490,138772
000002F_DK2_H2,+,139069,139093,000002F_DK2_H2.80,139093,139490,138772
000002F_DK2_H2,+,151035,151063,000002F_DK2_H2.87,151063,152143,150652
000002F_DK2_H2,+,152065,152079,000002F_DK2_H2.87,152079,152143,150652
000002F_DK2_H2,+,172245,172272,000002F_DK2_H2.96,172272,175221,172119
000002F_DK2_H2,+,172425,172447,000002F_DK2_H2.96,172447,175221,172119
000002F_DK2_H2,+,174959,174983,000002F_DK2_H2.96,174983,175221,172119
000003F_DK2_H1,+,1403,1431,000003F_DK2_H1.1,1431,1923,1293
000003F_DK2_H1,+,7101,7126,000003F_DK2_H1.7,7126,10809,7051
000003F_DK2_H1,+,7682,7705,000003F_DK2_H1.7,7705,10809,7051
000003F_DK2_H1,+,8734,8754,000003F_DK2_H1.7,8754,10809,7051
000003F_DK2_H1,+,9615,9654,000003F_DK2_H1.7,9654,10809,7051
000003F_DK2_H1,+,9860,9885,000003F_DK2_H1.7,9885,10809,7051
000003F_DK2_H1,+,9976,10000,000003F_DK2_H1.7,10000,10809,7051
000003F_DK2_H1,+,10388,10414,000003F_DK2_H1.7,10414,10809,7051
000003F_DK2_H1,+,12067,12092,000003F_DK2_H1.9,12092,15904,12020
000003F_DK2_H1,+,12964,13043,000003F_DK2_H1.9,13043,15904,12020
000003F_DK2_H1,+,13228,13251,000003F_DK2_H1.9,13251,15904,12020
000003F_DK2_H1,+,13392,13433,000003F_DK2_H1.9,13433,15904,12020
000003F_DK2_H1,+,13768,13790,000003F_DK2_H1.9,13790,15904,12020
000003F_DK2_H1,+,15467,15489,000003F_DK2_H1.9,15489,15904,12020
000003F_DK2_H1,+,15726,15746,000003F_DK2_H1.9,15746,15904,12020
000003F_DK2_H1,+,18569,18592,000003F_DK2_H1.14,18592,20158,18431
000003F_DK2_H1,+,18857,18879,000003F_DK2_H1.14,18879,20158,18431
000003F_DK2_H1,+,19012,19040,000003F_DK2_H1.14,19040,20158,18431
000003F_DK2_H1,+,19161,19184,000003F_DK2_H1.14,19184,20158,18431
000003F_DK2_H1,+,19782,19804,000003F_DK2_H1.14,19804,20158,18431
000003F_DK2_H1,+,20049,20073,000003F_DK2_H1.14,20073,20158,18431
000003F_DK2_H1,+,43168,43192,000003F_DK2_H1.27,43192,43274,41139
000003F_DK2_H1,+,45626,45659,000003F_DK2_H1.28,45659,46411,44065
000003F_DK2_H1,+,48473,48503,000003F_DK2_H1.29,48503,48861,46465
000003F_DK2_H1,+,48990,49012,000003F_DK2_H1.30,49012,49689,48910
000003F_DK2_H1,+,49101,49124,000003F_DK2_H1.30,49124,49689,48910
000003F_DK2_H1,+,49270,49294,000003F_DK2_H1.30,49294,49689,48910
000003F_DK2_H1,+,49416,49440,000003F_DK2_H1.30,49440,49689,48910
000003F_DK2_H1,+,49665,49687,000003F_DK2_H1.30,49687,49689,48910
000003F_DK2_H1,+,82942,82967,000003F_DK2_H1.51,82967,84060,82782
000003F_DK2_H1,+,95663,95727,000003F_DK2_H1.63,95727,96212,95570
000003F_DK2_H1,+,104279,104301,000003F_DK2_H1.71,104301,108174,104258
000003F_DK2_H1,+,104396,104416,000003F_DK2_H1.71,104416,108174,104258
000003F_DK2_H1,+,104600,104621,000003F_DK2_H1.71,104621,108174,104258
000003F_DK2_H1,+,106701,106725,000003F_DK2_H1.71,106725,108174,104258
000003F_DK2_H1,+,106857,106886,000003F_DK2_H1.71,106886,108174,104258
000003F_DK2_H1,+,106988,107030,000003F_DK2_H1.71,107030,108174,104258
000003F_DK2_H1,+,107695,107716,000003F_DK2_H1.71,107716,108174,104258
000003F_DK2_H1,+,108025,108050,000003F_DK2_H1.71,108050,108174,104258
000003F_DK2_H1,+,110246,110269,000003F_DK2_H1.72,110269,110542,108184
000003F_DK2_H1,+,110982,111003,000003F_DK2_H1.73,111003,111160,110609
000003F_DK2_H1,+,114385,114409,000003F_DK2_H1.76,114409,114530,114065
000003F_DK2_H1,+,120325,120348,000003F_DK2_H1.83,120348,120813,120163
000003F_DK2_H1,+,121914,121936,000003F_DK2_H1.85,121936,122105,121752
000003F_DK2_H1,+,145316,145340,000003F_DK2_H1.93,145340,146153,144826
000003F_DK2_H1,+,146697,146718,000003F_DK2_H1.94,146718,147543,146200
000003F_DK2_H1,+,153830,153890,000003F_DK2_H1.99,153890,155354,153725
000003F_DK2_H1,+,154099,154121,000003F_DK2_H1.99,154121,155354,153725
000003F_DK2_H1,+,154248,154269,000003F_DK2_H1.99,154269,155354,153725
000003F_DK2_H1,+,154835,154867,000003F_DK2_H1.99,154867,155354,153725
000003F_DK2_H1,+,160772,160792,000003F_DK2_H1.105,160792,161305,160595
000003F_DK2_H1,+,160902,160941,000003F_DK2_H1.105,160941,161305,160595
000003F_DK2_H1,+,161690,161714,000003F_DK2_H1.106,161714,162113,161490
000003F_DK2_H1,+,161892,161912,000003F_DK2_H1.106,161912,162113,161490
000003F_DK2_H1,+,170735,170758,000003F_DK2_H1.110,170758,170890,170532
000003F_DK2_H1,+,172002,172023,000003F_DK2_H1.112,172023,173141,171810
000003F_DK2_H1,+,172273,172302,000003F_DK2_H1.112,172302,173141,171810
000003F_DK2_H1,+,172920,172943,000003F_DK2_H1.112,172943,173141,171810
000003F_DK2_H1,+,176800,176822,000003F_DK2_H1.114,176822,187842,176713
000003F_DK2_H1,+,176951,176978,000003F_DK2_H1.114,176978,187842,176713
000003F_DK2_H1,+,177030,177051,000003F_DK2_H1.114,177051,187842,176713
000003F_DK2_H1,+,177162,177187,000003F_DK2_H1.114,177187,187842,176713
000003F_DK2_H1,+,177341,177363,000003F_DK2_H1.114,177363,187842,176713
000003F_DK2_H1,+,178355,178378,000003F_DK2_H1.114,178378,187842,176713
000003F_DK2_H1,+,181175,181197,000003F_DK2_H1.114,181197,187842,176713
000003F_DK2_H1,+,182145,182169,000003F_DK2_H1.114,182169,187842,176713
000003F_DK2_H1,+,182681,182718,000003F_DK2_H1.114,182718,187842,176713
000003F_DK2_H1,+,183371,183399,000003F_DK2_H1.114,183399,187842,176713
000003F_DK2_H1,+,184405,184427,000003F_DK2_H1.114,184427,187842,176713
000003F_DK2_H1,+,186080,186102,000003F_DK2_H1.114,186102,187842,176713
000003F_DK2_H1,+,186728,186798,000003F_DK2_H1.114,186798,187842,176713
000003F_DK2_H1,+,187644,187667,000003F_DK2_H1.114,187667,187842,176713
000003F_DK2_H2,+,5519,5546,000003F_DK2_H2.6,5546,6860,5330
000003F_DK2_H2,+,6252,6274,000003F_DK2_H2.6,6274,6860,5330
000003F_DK2_H2,+,16917,16940,000003F_DK2_H2.11,16940,17376,15926
000003F_DK2_H2,+,20918,20939,000003F_DK2_H2.16,20939,22156,20772
000003F_DK2_H2,+,49041,49063,000003F_DK2_H2.30,49063,49298,48961
000003F_DK2_H2,+,49152,49175,000003F_DK2_H2.30,49175,49298,48961
000003F_DK2_H2,+,49321,49345,000003F_DK2_H2.31,49345,50716,49300
000003F_DK2_H2,+,49467,49491,000003F_DK2_H2.31,49491,50716,49300
000003F_DK2_H2,+,49716,49738,000003F_DK2_H2.31,49738,50716,49300
000003F_DK2_H2,+,49898,49920,000003F_DK2_H2.31,49920,50716,49300
000003F_DK2_H2,+,50085,50108,000003F_DK2_H2.31,50108,50716,49300
000003F_DK2_H2,+,55364,55386,000003F_DK2_H2.36,55386,56510,55190
000003F_DK2_H2,+,55480,55506,000003F_DK2_H2.36,55506,56510,55190
000003F_DK2_H2,+,55835,55864,000003F_DK2_H2.36,55864,56510,55190
000003F_DK2_H2,+,56081,56102,000003F_DK2_H2.36,56102,56510,55190
000003F_DK2_H2,+,56290,56313,000003F_DK2_H2.36,56313,56510,55190
000003F_DK2_H2,+,58437,58458,000003F_DK2_H2.38,58458,59297,57691
000003F_DK2_H2,+,58662,58683,000003F_DK2_H2.38,58683,59297,57691
000003F_DK2_H2,+,58906,58929,000003F_DK2_H2.38,58929,59297,57691
000003F_DK2_H2,+,60754,60771,000003F_DK2_H2.39,60771,60836,59374
000003F_DK2_H2,+,88422,88499,000003F_DK2_H2.53,88499,91633,88289
000003F_DK2_H2,+,89631,89652,000003F_DK2_H2.53,89652,91633,88289
000003F_DK2_H2,+,89777,89801,000003F_DK2_H2.53,89801,91633,88289
000003F_DK2_H2,+,90635,90654,000003F_DK2_H2.53,90654,91633,88289
000003F_DK2_H2,+,90884,90906,000003F_DK2_H2.53,90906,91633,88289
000003F_DK2_H2,+,91820,91843,000003F_DK2_H2.54,91843,91936,91674
000003F_DK2_H2,+,114325,114340,000003F_DK2_H2.73,114340,114377,113744
000003F_DK2_H2,+,114345,114369,000003F_DK2_H2.73,114369,114377,113744
000003F_DK2_H2,+,116167,116194,000003F_DK2_H2.76,116194,117125,116062
000003F_DK2_H2,+,116436,116462,000003F_DK2_H2.76,116462,117125,116062
000003F_DK2_H2,+,117282,117304,000003F_DK2_H2.77,117304,118235,117195
000003F_DK2_H2,+,119491,119514,000003F_DK2_H2.79,119514,121496,119329
000003F_DK2_H2,+,119967,120018,000003F_DK2_H2.79,120018,121496,119329
000003F_DK2_H2,+,120275,120298,000003F_DK2_H2.79,120298,121496,119329
000003F_DK2_H2,+,120538,120568,000003F_DK2_H2.79,120568,121496,119329
000003F_DK2_H2,+,121014,121035,000003F_DK2_H2.79,121035,121496,119329
000003F_DK2_H2,+,123138,123162,000003F_DK2_H2.81,123162,125614,122747
000003F_DK2_H2,+,136129,136152,000003F_DK2_H2.87,136152,137354,132967
000003F_DK2_H2,+,136389,136413,000003F_DK2_H2.87,136413,137354,132967
000003F_DK2_H2,+,141080,141104,000003F_DK2_H2.88,141104,142216,138287
000003F_DK2_H2,+,158861,158883,000003F_DK2_H2.100,158883,160484,158728
000003F_DK2_H2,+,159140,159162,000003F_DK2_H2.100,159162,160484,158728
000003F_DK2_H2,+,159701,159799,000003F_DK2_H2.100,159799,160484,158728
000003F_DK2_H2,+,160322,160347,000003F_DK2_H2.100,160347,160484,158728
000003F_DK2_H2,+,183015,183037,000003F_DK2_H2.114,183037,187749,182692
000003F_DK2_H2,+,184359,184381,000003F_DK2_H2.114,184381,187749,182692
000003F_DK2_H2,+,184951,184969,000003F_DK2_H2.114,184969,187749,182692
000003F_DK2_H2,+,185683,185708,000003F_DK2_H2.114,185708,187749,182692
000003F_DK2_H2,+,185980,186002,000003F_DK2_H2.114,186002,187749,182692
000003F_DK2_H2,+,186181,186203,000003F_DK2_H2.114,186203,187749,182692
000003F_DK2_H2,+,187009,187036,000003F_DK2_H2.114,187036,187749,182692
000003F_DK2_H2,+,187551,187574,000003F_DK2_H2.114,187574,187749,182692
000004F_DK2_H1,+,31179,31200,000004F_DK2_H1.12,31200,31959,30851
000004F_DK2_H1,+,31582,31604,000004F_DK2_H1.12,31604,31959,30851
000004F_DK2_H1,+,34232,34253,000004F_DK2_H1.14,34253,35540,34169
000004F_DK2_H1,+,34417,34442,000004F_DK2_H1.14,34442,35540,34169
000004F_DK2_H1,+,34692,34714,000004F_DK2_H1.14,34714,35540,34169
000004F_DK2_H1,+,35280,35321,000004F_DK2_H1.14,35321,35540,34169
000004F_DK2_H1,+,43158,43181,000004F_DK2_H1.21,43181,43294,41823
000004F_DK2_H1,+,43239,43261,000004F_DK2_H1.21,43261,43294,41823
000004F_DK2_H1,+,45540,45564,000004F_DK2_H1.23,45564,46613,45239
000004F_DK2_H1,+,54121,54141,000004F_DK2_H1.26,54141,57229,53967
000004F_DK2_H1,+,54261,54286,000004F_DK2_H1.26,54286,57229,53967
000004F_DK2_H1,+,54564,54587,000004F_DK2_H1.26,54587,57229,53967
000004F_DK2_H1,+,58495,58568,000004F_DK2_H1.27,58568,59855,57402
000004F_DK2_H1,+,58686,58779,000004F_DK2_H1.27,58779,59855,57402
000004F_DK2_H1,+,59708,59734,000004F_DK2_H1.27,59734,59855,57402
000004F_DK2_H1,+,61895,61917,000004F_DK2_H1.30,61917,64383,61772
000004F_DK2_H1,+,63931,63952,000004F_DK2_H1.30,63952,64383,61772
000004F_DK2_H1,+,69054,69075,000004F_DK2_H1.33,69075,70353,68952
000004F_DK2_H1,+,69381,69406,000004F_DK2_H1.33,69406,70353,68952
000004F_DK2_H1,+,69482,69497,000004F_DK2_H1.33,69497,70353,68952
000004F_DK2_H1,+,69662,69683,000004F_DK2_H1.33,69683,70353,68952
000004F_DK2_H1,+,69760,69782,000004F_DK2_H1.33,69782,70353,68952
000004F_DK2_H1,+,70181,70205,000004F_DK2_H1.33,70205,70353,68952
000004F_DK2_H1,+,71508,71529,000004F_DK2_H1.35,71529,72483,71134
000004F_DK2_H1,+,71778,71805,000004F_DK2_H1.35,71805,72483,71134
000004F_DK2_H1,+,71885,71906,000004F_DK2_H1.35,71906,72483,71134
000004F_DK2_H1,+,72305,72329,000004F_DK2_H1.35,72329,72483,71134
000004F_DK2_H1,+,72746,72767,000004F_DK2_H1.36,72767,74057,72629
000004F_DK2_H1,+,73351,73373,000004F_DK2_H1.36,73373,74057,72629
000004F_DK2_H1,+,73453,73477,000004F_DK2_H1.36,73477,74057,72629
000004F_DK2_H1,+,73876,73899,000004F_DK2_H1.36,73899,74057,72629
000004F_DK2_H1,+,77207,77234,000004F_DK2_H1.38,77234,77780,76914
000004F_DK2_H1,+,78247,78271,000004F_DK2_H1.40,78271,80127,78063
000004F_DK2_H1,+,78431,78457,000004F_DK2_H1.40,78457,80127,78063
000004F_DK2_H1,+,78792,78815,000004F_DK2_H1.40,78815,80127,78063
000004F_DK2_H1,+,79725,79746,000004F_DK2_H1.40,79746,80127,78063
000004F_DK2_H1,+,79920,79943,000004F_DK2_H1.40,79943,80127,78063
000004F_DK2_H1,+,82411,82435,000004F_DK2_H1.43,82435,83774,82111
000004F_DK2_H1,+,82676,82702,000004F_DK2_H1.43,82702,83774,82111
000004F_DK2_H1,+,83717,83748,000004F_DK2_H1.43,83748,83774,82111
000004F_DK2_H1,+,94137,94220,000004F_DK2_H1.51,94220,95947,93928
000004F_DK2_H1,+,94775,94836,000004F_DK2_H1.51,94836,95947,93928
000004F_DK2_H1,+,95200,95286,000004F_DK2_H1.51,95286,95947,93928
000004F_DK2_H1,+,95841,95867,000004F_DK2_H1.51,95867,95947,93928
000004F_DK2_H1,+,99063,99088,000004F_DK2_H1.53,99088,100347,96684
000004F_DK2_H1,+,99828,99851,000004F_DK2_H1.53,99851,100347,96684
000004F_DK2_H1,+,101487,101509,000004F_DK2_H1.55,101509,101991,101444
000004F_DK2_H1,+,101626,101650,000004F_DK2_H1.55,101650,101991,101444
000004F_DK2_H1,+,101848,101873,000004F_DK2_H1.55,101873,101991,101444
000004F_DK2_H1,+,102891,102915,000004F_DK2_H1.56,102915,103056,102736
000004F_DK2_H1,+,103611,103636,000004F_DK2_H1.57,103636,105266,103103
000004F_DK2_H1,+,104072,104094,000004F_DK2_H1.57,104094,105266,103103
000004F_DK2_H1,+,104287,104310,000004F_DK2_H1.57,104310,105266,103103
000004F_DK2_H1,+,104421,104454,000004F_DK2_H1.57,104454,105266,103103
000004F_DK2_H1,+,104711,104733,000004F_DK2_H1.57,104733,105266,103103
000004F_DK2_H1,+,104941,104965,000004F_DK2_H1.57,104965,105266,103103
000004F_DK2_H1,+,105123,105146,000004F_DK2_H1.57,105146,105266,103103
000004F_DK2_H1,+,107676,107697,000004F_DK2_H1.59,107697,108375,107610
000004F_DK2_H1,+,107841,107865,000004F_DK2_H1.59,107865,108375,107610
000004F_DK2_H1,+,108217,108240,000004F_DK2_H1.59,108240,108375,107610
000004F_DK2_H1,+,109697,109721,000004F_DK2_H1.62,109721,110981,109478
000004F_DK2_H1,+,110766,110788,000004F_DK2_H1.62,110788,110981,109478
000004F_DK2_H1,+,111084,111106,000004F_DK2_H1.63,111106,111725,110998
000004F_DK2_H1,+,111436,111459,000004F_DK2_H1.63,111459,111725,110998
000004F_DK2_H1,+,111542,111568,000004F_DK2_H1.63,111568,111725,110998
000004F_DK2_H1,+,111839,111858,000004F_DK2_H1.64,111858,112170,111738
000004F_DK2_H1,+,111967,111990,000004F_DK2_H1.64,111990,112170,111738
000004F_DK2_H1,+,112314,112337,000004F_DK2_H1.65,112337,114186,112224
000004F_DK2_H1,+,112558,112582,000004F_DK2_H1.65,112582,114186,112224
000004F_DK2_H1,+,112912,112935,000004F_DK2_H1.65,112935,114186,112224
000004F_DK2_H1,+,113314,113409,000004F_DK2_H1.65,113409,114186,112224
000004F_DK2_H1,+,113628,113721,000004F_DK2_H1.65,113721,114186,112224
